,ts_code,trade_date,suspend_timing,suspend_type
0,002523.SZ,20180322,,R
1,300091.SZ,20180322,,R
2,300159.SZ,20180322,,R
3,300285.SZ,20180322,,R
4,300682.SZ,20180322,,R
5,600179.SH,20180322,,R
6,832089.BJ,20180322,,R
7,836239.BJ,20180322,,R
0,000151.SZ,20180321,,R
1,000693.SZ,20180321,,R
2,002738.SZ,20180321,,R
3,300457.SZ,20180321,,R
4,600150.SH,20180321,,R
5,600685.SH,20180321,,R
6,603636.SH,20180321,,R
0,002447.SZ,20180320,,R
1,600117.SH,20180320,,R
2,600187.SH,20180320,,R
3,600365.SH,20180320,,R
0,000998.SZ,20180319,,R
1,002538.SZ,20180319,,R
2,002870.SZ,20180319,,R
3,300134.SZ,20180319,,R
4,300383.SZ,20180319,,R
5,600962.SH,20180319,,R
0,002442.SZ,20180316,,R
1,300104.SZ,20180316,,R
2,300390.SZ,20180316,,R
3,300624.SZ,20180316,,R
4,600526.SH,20180316,,R
5,600581.SH,20180316,,R
6,600738.SH,20180316,,R
0,000509.SZ,20180315,,R
1,000555.SZ,20180315,,R
2,000613.SZ,20180315,,R
3,000663.SZ,20180315,,R
4,002137.SZ,20180315,,R
5,002184.SZ,20180315,,R
6,002341.SZ,20180315,,R
7,002398.SZ,20180315,,R
8,002409.SZ,20180315,,R
9,600122.SH,20180315,,R
10,600228.SH,20180315,,R
11,603799.SH,20180315,,R
0,002004.SZ,20180314,,R
1,002033.SZ,20180314,,R
2,300231.SZ,20180314,,R
0,002927.SZ,20180313,,R
1,600643.SH,20180313,,R
2,600715.SH,20180313,,R
3,600979.SH,20180313,,R
4,601500.SH,20180313,,R
0,002037.SZ,20180312,,R
1,300073.SZ,20180312,,R
2,300208.SZ,20180312,,R
3,600634.SH,20180312,,R
4,600804.SH,20180312,,R
5,601137.SH,20180312,,R
6,601366.SH,20180312,,R
7,601700.SH,20180312,,R
8,603778.SH,20180312,,R
0,000007.SZ,20180309,,R
1,000932.SZ,20180309,,R
2,000948.SZ,20180309,,R
3,002837.SZ,20180309,,R
4,600673.SH,20180309,,R
5,601005.SH,20180309,,R
6,832491.BJ,20180309,,R
0,000006.SZ,20180308,,R
1,002675.SZ,20180308,,R
2,600490.SH,20180308,,R
0,002189.SZ,20180307,,R
1,002358.SZ,20180307,,R
2,300527.SZ,20180307,,R
3,600273.SH,20180307,,R
4,603598.SH,20180307,,R
0,000503.SZ,20180306,,R
1,002512.SZ,20180306,,R
2,002517.SZ,20180306,,R
3,600868.SH,20180306,,R
4,600869.SH,20180306,,R
5,603333.SH,20180306,,R
0,002621.SZ,20180305,,R
1,300292.SZ,20180305,,R
2,600112.SH,20180305,,R
0,002012.SZ,20180302,,R
1,002085.SZ,20180302,,R
2,002694.SZ,20180302,,R
3,300143.SZ,20180302,,R
4,300477.SZ,20180302,,R
5,600083.SH,20180302,,R
6,600844.SH,20180302,,R
7,601369.SH,20180302,,R
8,603616.SH,20180302,,R
9,603986.SH,20180302,,R
10,603988.SH,20180302,,R
0,000410.SZ,20180301,,R
1,002160.SZ,20180301,,R
2,002402.SZ,20180301,,R
3,300102.SZ,20180301,,R
4,300580.SZ,20180301,,R
5,600227.SH,20180301,,R
6,600247.SH,20180301,,R
7,600903.SH,20180301,,R
0,600579.SH,20180228,,R
1,601360.SH,20180228,,R
2,603088.SH,20180228,,R
3,603730.SH,20180228,,R
0,002076.SZ,20180227,,R
1,002288.SZ,20180227,,R
2,002471.SZ,20180227,,R
3,002684.SZ,20180227,,R
4,300237.SZ,20180227,,R
5,300247.SZ,20180227,,R
6,300363.SZ,20180227,,R
7,300492.SZ,20180227,,R
8,600212.SH,20180227,,R
9,600664.SH,20180227,,R
10,600695.SH,20180227,,R
11,600829.SH,20180227,,R
0,000663.SZ,20180226,,R
1,000806.SZ,20180226,,R
2,000835.SZ,20180226,,R
3,002010.SZ,20180226,,R
4,002087.SZ,20180226,,R
5,002089.SZ,20180226,,R
6,002130.SZ,20180226,,R
7,002210.SZ,20180226,,R
8,002251.SZ,20180226,,R
9,002359.SZ,20180226,,R
10,002388.SZ,20180226,,R
11,002596.SZ,20180226,,R
12,002650.SZ,20180226,,R
13,002663.SZ,20180226,,R
14,002711.SZ,20180226,,R
15,002721.SZ,20180226,,R
16,300069.SZ,20180226,,R
17,300471.SZ,20180226,,R
18,300566.SZ,20180226,,R
19,600766.SH,20180226,,R
20,600785.SH,20180226,,R
21,600984.SH,20180226,,R
22,601600.SH,20180226,,R
23,603699.SH,20180226,,R
0,000506.SZ,20180223,,R
1,000673.SZ,20180223,,R
2,002070.SZ,20180223,,R
3,002073.SZ,20180223,,R
4,002278.SZ,20180223,,R
5,002742.SZ,20180223,,R
6,300041.SZ,20180223,,R
7,300081.SZ,20180223,,R
8,300273.SZ,20180223,,R
9,300279.SZ,20180223,,R
10,300410.SZ,20180223,,R
11,300495.SZ,20180223,,R
12,300607.SZ,20180223,,R
0,000018.SZ,20180222,,R
1,000503.SZ,20180222,,R
2,000586.SZ,20180222,,R
3,000662.SZ,20180222,,R
4,002112.SZ,20180222,,R
5,002321.SZ,20180222,,R
6,002370.SZ,20180222,,R
7,002606.SZ,20180222,,R
8,300010.SZ,20180222,,R
9,300067.SZ,20180222,,R
10,300083.SZ,20180222,,R
11,300213.SZ,20180222,,R
12,300233.SZ,20180222,,R
0,000593.SZ,20180214,,R
1,000737.SZ,20180214,,R
2,000756.SZ,20180214,,R
3,000979.SZ,20180214,,R
4,002175.SZ,20180214,,R
5,002198.SZ,20180214,,R
6,002445.SZ,20180214,,R
7,002571.SZ,20180214,,R
8,002609.SZ,20180214,,R
9,300167.SZ,20180214,,R
10,300209.SZ,20180214,,R
11,300256.SZ,20180214,,R
12,300449.SZ,20180214,,R
13,300522.SZ,20180214,,R
0,000558.SZ,20180213,,R
1,002012.SZ,20180213,,R
2,002209.SZ,20180213,,R
3,002297.SZ,20180213,,R
4,002569.SZ,20180213,,R
5,002579.SZ,20180213,,R
6,300042.SZ,20180213,,R
7,300064.SZ,20180213,,R
8,300093.SZ,20180213,,R
9,600080.SH,20180213,,R
10,600959.SH,20180213,,R
11,603028.SH,20180213,,R
0,000584.SZ,20180212,,R
1,000638.SZ,20180212,,R
2,002053.SZ,20180212,,R
3,002071.SZ,20180212,,R
4,002086.SZ,20180212,,R
5,002129.SZ,20180212,,R
6,002256.SZ,20180212,,R
7,002453.SZ,20180212,,R
8,002684.SZ,20180212,,R
9,002694.SZ,20180212,,R
10,002760.SZ,20180212,,R
11,300121.SZ,20180212,,R
12,300326.SZ,20180212,,R
13,300369.SZ,20180212,,R
14,300680.SZ,20180212,,R
15,600803.SH,20180212,,R
16,603716.SH,20180212,,R
0,000737.SZ,20180209,,R
1,002373.SZ,20180209,,R
2,002470.SZ,20180209,,R
3,002499.SZ,20180209,,R
4,002669.SZ,20180209,,R
5,300110.SZ,20180209,,R
6,600696.SH,20180209,,R
7,600875.SH,20180209,,R
8,603079.SH,20180209,,R
0,000613.SZ,20180208,,R
1,002188.SZ,20180208,,R
2,002263.SZ,20180208,,R
3,300294.SZ,20180208,,R
4,300412.SZ,20180208,,R
5,600037.SH,20180208,,R
0,000688.SZ,20180207,,R
1,300157.SZ,20180207,,R
2,600818.SH,20180207,,R
3,600889.SH,20180207,,R
0,002188.SZ,20180206,,R
1,002207.SZ,20180206,,R
2,002306.SZ,20180206,,R
3,300523.SZ,20180206,,R
4,600200.SH,20180206,,R
5,603058.SH,20180206,,R
6,603499.SH,20180206,,R
0,002069.SZ,20180205,,R
1,002579.SZ,20180205,,R
2,600398.SH,20180205,,R
3,600809.SH,20180205,,R
4,603429.SH,20180205,,R
5,603466.SH,20180205,,R
6,603758.SH,20180205,,R
0,000682.SZ,20180202,,R
1,300414.SZ,20180202,,R
2,600876.SH,20180202,,R
3,603726.SH,20180202,,R
0,000807.SZ,20180201,,R
1,000878.SZ,20180201,,R
2,002757.SZ,20180201,,R
3,600227.SH,20180201,,R
4,600242.SH,20180201,,R
5,600497.SH,20180201,,R
6,600559.SH,20180201,,R
7,600655.SH,20180201,,R
8,600733.SH,20180201,,R
0,002344.SZ,20180131,,R
1,002438.SZ,20180131,,R
2,300045.SZ,20180131,,R
3,300277.SZ,20180131,,R
4,600986.SH,20180131,,R
0,002458.SZ,20180130,,R
1,002925.SZ,20180130,,R
2,300152.SZ,20180130,,R
3,600277.SH,20180130,,R
4,600389.SH,20180130,,R
5,600532.SH,20180130,,R
0,000592.SZ,20180129,,R
1,300149.SZ,20180129,,R
2,300260.SZ,20180129,,R
3,300543.SZ,20180129,,R
0,002306.SZ,20180126,,R
1,300487.SZ,20180126,,R
2,600740.SH,20180126,,R
0,002314.SZ,20180125,,R
1,300323.SZ,20180125,,R
2,300486.SZ,20180125,,R
3,601933.SH,20180125,,R
0,002569.SZ,20180124,,R
1,002622.SZ,20180124,,R
2,300104.SZ,20180124,,R
3,300140.SZ,20180124,,R
4,300225.SZ,20180124,,R
5,300298.SZ,20180124,,R
6,300481.SZ,20180124,,R
7,600469.SH,20180124,,R
8,603456.SH,20180124,,R
0,000995.SZ,20180123,,R
1,002721.SZ,20180123,,R
2,300018.SZ,20180123,,R
3,300334.SZ,20180123,,R
4,300368.SZ,20180123,,R
5,300379.SZ,20180123,,R
6,600265.SH,20180123,,R
0,000557.SZ,20180122,,R
1,002425.SZ,20180122,,R
2,600903.SH,20180122,,R
0,002125.SZ,20180119,,R
1,002569.SZ,20180119,,R
2,300013.SZ,20180119,,R
3,600076.SH,20180119,,R
4,600093.SH,20180119,,R
5,600366.SH,20180119,,R
6,600645.SH,20180119,,R
7,603098.SH,20180119,,R
8,603828.SH,20180119,,R
0,000504.SZ,20180118,,R
1,000638.SZ,20180118,,R
2,000806.SZ,20180118,,R
3,002162.SZ,20180118,,R
4,002907.SZ,20180118,,R
5,300216.SZ,20180118,,R
6,300629.SZ,20180118,,R
7,600652.SH,20180118,,R
8,601003.SH,20180118,,R
9,601113.SH,20180118,,R
10,603106.SH,20180118,,R
11,830896.BJ,20180118,,R
0,000820.SZ,20180117,,R
1,300156.SZ,20180117,,R
2,600239.SH,20180117,,R
3,600319.SH,20180117,,R
0,000585.SZ,20180116,,R
1,000961.SZ,20180116,,R
2,002628.SZ,20180116,,R
3,002676.SZ,20180116,,R
4,300280.SZ,20180116,,R
5,300291.SZ,20180116,,R
6,600093.SH,20180116,,R
7,600146.SH,20180116,,R
8,600774.SH,20180116,,R
0,000042.SZ,20180115,,R
1,000401.SZ,20180115,,R
2,000678.SZ,20180115,,R
3,000695.SZ,20180115,,R
4,000732.SZ,20180115,,R
5,002922.SZ,20180115,,R
6,300187.SZ,20180115,,R
7,600652.SH,20180115,,R
8,600713.SH,20180115,,R
9,601069.SH,20180115,,R
0,002012.SZ,20180112,,R
1,300109.SZ,20180112,,R
2,600162.SH,20180112,,R
3,601558.SH,20180112,,R
0,000158.SZ,20180111,,R
1,002289.SZ,20180111,,R
2,002591.SZ,20180111,,R
3,002711.SZ,20180111,,R
4,300290.SZ,20180111,,R
5,600358.SH,20180111,,R
6,600421.SH,20180111,,R
7,603009.SH,20180111,,R
0,000526.SZ,20180110,,R
1,000615.SZ,20180110,,R
2,000926.SZ,20180110,,R
3,002130.SZ,20180110,,R
4,600525.SH,20180110,,R
5,600686.SH,20180110,,R
6,831305.BJ,20180110,,R
0,000971.SZ,20180109,,R
1,002150.SZ,20180109,,R
2,600165.SH,20180109,,R
3,600328.SH,20180109,,R
4,600466.SH,20180109,,R
5,600575.SH,20180109,,R
0,002382.SZ,20180108,,R
1,300091.SZ,20180108,,R
2,300272.SZ,20180108,,R
3,300483.SZ,20180108,,R
4,600332.SH,20180108,,R
5,600469.SH,20180108,,R
6,600715.SH,20180108,,R
0,002745.SZ,20180105,,R
1,300339.SZ,20180105,,R
2,300362.SZ,20180105,,R
3,300364.SZ,20180105,,R
4,600248.SH,20180105,,R
5,600530.SH,20180105,,R
0,002015.SZ,20180104,,R
1,002569.SZ,20180104,,R
2,002625.SZ,20180104,,R
3,002916.SZ,20180104,,R
0,000032.SZ,20180103,,R
1,000790.SZ,20180103,,R
2,002442.SZ,20180103,,R
3,002697.SZ,20180103,,R
4,600671.SH,20180103,,R
5,600859.SH,20180103,,R
6,601005.SH,20180103,,R
0,002263.SZ,20180102,,R
1,002576.SZ,20180102,,R
2,002787.SZ,20180102,,R
3,002919.SZ,20180102,,R
4,300040.SZ,20180102,,R
5,300391.SZ,20180102,,R
6,300730.SZ,20180102,,R
7,600579.SH,20180102,,R
8,600903.SH,20180102,,R
9,601360.SH,20180102,,R
